ID_FAKTURA,GODINA,VR_FAKTURA,BROJ_FAK,ID_PREDUZECE,FIRMA_ID,KOMENTAR,DATUM,BROJ_DANA,DATUM_SISTEMA,VR_PDV,KOM_FAK,KORISNIK,RACUNAR,STATUS,P_FAKTURA,P_GODINA,P_BROJ_FAK,P_VR_FAKTURA,PRVA,IZNOS,PDV,RABAT,ID_OPERATER,ID_ZIRO_RACUNA,W_JIKR,W_IKOF,W_DATUM_FISKAl,W_DATUM_SISTEMA,W_QRCODE,W_BROJ,W_GODINA,W_STORNO,W_F_ID_FAKTURA,W_F_GODINA,W_F_VR_FAKTURA,W_F_IKOF_VEZA,W_BROJ_VEZA,W_DATUM_FISKAl_VEZA,W_IZNOS_VEZA,W_IZNOS_PRIJE_KOREKCIJE,W_TCRCODE,W_BUSIUNITCODE,W_SOFT_CODE,W_OPERATORCODE,W_ERROR,W_ST_FISKALIZACIJA
2,2022,"A",2,1,4408,,"11/28/22 00:00:00",30,"11/28/22 10:26:20",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,1694,294,0,2,,,,,,,,,0,,,,,,,0,1694,,,,,,0
2,2022,"F",2,1,4678,,"01/18/22 00:00:00",30,"01/18/22 15:54:36",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,18.15,3.15,0,2,1,"3b2c4dae-c774-4e89-a86c-e9081d06f932","AAA3497BEE1F7DA9F692A66DAF855D61","2022-01-18T15:55:01+01:00","01/18/22 15:55:01","https://mapr.tax.gov.me/ic/#/verify?iic=AAA3497BEE1F7DA9F692A66DAF855D61&tin=03150321&crtd=2022-01-18T15:55:01+01:00&ord=2&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=18.15",2,2022,0,,,,,,,0,18.15,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
2,2022,"S",2,1,4726,,"03/28/22 00:00:00",7,"03/28/22 14:58:44",1,"Oslobođeni PDV-a na osnovu:
Rješenja o evidenciji broj 9/07-12/20/37-2/20 izdato od Ministarstva vanjskih poslova","Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,3300,0,0,2,6,"fe48b135-1fba-47bc-b68f-46a04ee7e167","405DB01531984C5301F65F13C9DACC82","2022-03-28T14:58:55+02:00","03/28/22 14:58:56","https://mapr.tax.gov.me/ic/#/verify?iic=405DB01531984C5301F65F13C9DACC82&tin=03150321&crtd=2022-03-28T14:58:55+02:00&ord=69&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=3300.00",69,2022,0,,,,,,,0,3300,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
2,2023,"S",2,1,4723,,"04/25/23 00:00:00",0,"04/25/23 15:49:35",1,"Oslobođeni PDV-a na osnovu:

ID kartica br: ____________________   Ime vlasnika: ____________________

Broj lične karte:__________________   Broj pasoša:  ____________________
","Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,300,0,0,2,6,"c44ac8e3-44c9-4451-82a0-c3688262bd27","C58B173D763C4CD8068AC2B234EF178D","2023-04-25T15:49:41+02:00","04/25/23 15:49:42","https://mapr.tax.gov.me/ic/#/verify?iic=C58B173D763C4CD8068AC2B234EF178D&tin=03150321&crtd=2023-04-25T15:49:41+02:00&ord=308&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=300.00",308,2023,0,,,,,,,0,300,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
2,2024,"A",2,1,4906,,"01/18/24 00:00:00",0,"01/18/24 08:43:39",1,"Oslobođeni PDV-a na osnovu:

ID kartica br: ____________________   Ime vlasnika: ____________________

Broj lične karte:__________________   Broj pasoša:  ____________________
","Dražen Petrić","BRAIN-FISCAL","N",,,,,0,455,0,0,2,,,,,,,,,0,,,,,,,0,455,,,,,,0
2,2024,"F",2,1,4765,,"01/15/24 00:00:00",7,"01/15/24 09:57:31",0,,"Dražen Petrić","BRAIN-FISCAL","N",,,,,0,306.74,53.24,0,2,1,"360f8279-8862-4080-9cf4-a3369ca866f4","D7456F768C490BC6EE670C3317EB07AA","2024-01-15T09:58:03+01:00","01/15/24 09:58:05","https://mapr.tax.gov.me/ic/#/verify?iic=D7456F768C490BC6EE670C3317EB07AA&tin=03150321&crtd=2024-01-15T09:58:03+01:00&ord=2&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=306.74",2,2024,0,,,,,,,0,306.74,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
2,2024,"S",2,1,5114,,"07/05/24 00:00:00",0,"06/18/24 11:31:22",0,,"Dražen Petrić","BRAIN-FISCAL","N",,,,,0,1064.8,184.8,0,2,6,"96ce2445-9b9a-4b4e-8cc4-faf5ad5c39e8","ACE6D77A187E2F337314CAC41B4DC486","2024-07-05T09:55:38+02:00","07/05/24 09:55:38","https://mapr.tax.gov.me/ic/#/verify?iic=ACE6D77A187E2F337314CAC41B4DC486&tin=03150321&crtd=2024-07-05T09:55:38+02:00&ord=603&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=1064.80",603,2024,0,,,,,,,0,1064.8,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
3,2021,"F",3,1,4484,,"06/19/21 00:00:00",30,"06/19/21 18:29:13",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,-48.4,-8.4,-0,0,1,"999ff760-efe2-433e-8fe6-abe092f6de58","BA788F1CE0CC1B6388534DD7C1D888BB","2021-06-19T18:29:23+02:00","06/19/21 18:29:24","https://mapr.tax.gov.me/ic/#/verify?iic=BA788F1CE0CC1B6388534DD7C1D888BB&tin=03150321&crtd=2021-06-19T18:29:23+02:00&ord=97&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=-48.40",97,2021,1,2,2021,"F","D08BD6EB922587A9BBC8F7C0CA50E068","96","2021-06-19T18:27:43+02:00",48,48.4,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
3,2022,"A",3,1,4408,,"11/28/22 00:00:00",30,"11/28/22 10:28:51",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,629.2,109.2,0,2,,,,,,,,,0,,,,,,,0,629.2,,,,,,0
3,2022,"F",3,1,4450,,"01/18/22 00:00:00",30,"01/18/22 16:08:29",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,145.2,25.2,0,2,1,"f965e009-f319-4307-aa80-8501ea542a81","EA7AF45FBB36BD50535F7E37EB3FEA63","2022-01-18T16:08:36+01:00","01/18/22 16:08:36","https://mapr.tax.gov.me/ic/#/verify?iic=EA7AF45FBB36BD50535F7E37EB3FEA63&tin=03150321&crtd=2022-01-18T16:08:36+01:00&ord=3&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=145.20",3,2022,0,,,,,,,0,145.2,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
3,2022,"S",3,1,4430,,"04/18/22 00:00:00",30,"04/18/22 16:14:00",1,"Oslobođeni PDV-a na osnovu:  Potvrde broj 18-402/22-9946/2 izdate od Ministarstva finansija i socijalnog staranja
Contract Title: CFCU/MNE/084  ""Technical Assistance to the Operating Structure for the Sectoral Operational Programme for Employment, Education and Social Policies"" (for Alternative Consulting)

","Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,200,0,0,0,6,"0f73c34d-8e01-4300-87c0-1ddc059bcb70","0EBF8DFF5E844929939CBD7B3545E6A0","2022-04-18T16:17:17+02:00","04/18/22 16:17:17","https://mapr.tax.gov.me/ic/#/verify?iic=0EBF8DFF5E844929939CBD7B3545E6A0&tin=03150321&crtd=2022-04-18T16:17:17+02:00&ord=80&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=200.00",80,2022,0,,,,,,,0,200,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
3,2023,"A",3,1,4678,,"01/20/23 00:00:00",30,"01/20/23 13:15:43",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,68.61,11.91,0,2,,,,,,,,,0,,,,,,,0,68.61,,,,,,0
3,2023,"S",3,1,4988,,"09/27/23 00:00:00",0,"09/27/23 12:57:27",1,"Project: TM23-EUWB-01.","Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,295,0,0,0,6,"fb07c8ec-8e9d-4e53-b698-190314419765","5FB4AFDC38958B5909DEACCE0DA0C4B8","2023-09-27T12:58:00+02:00","09/27/23 12:58:01","https://mapr.tax.gov.me/ic/#/verify?iic=5FB4AFDC38958B5909DEACCE0DA0C4B8&tin=03150321&crtd=2023-09-27T12:58:00+02:00&ord=912&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=295.00",912,2023,0,,,,,,,0,295,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
3,2024,"A",3,1,4906,,"01/18/24 00:00:00",0,"01/18/24 10:33:58",1,"Oslobođeni PDV-a na osnovu:

ID kartica br: ____________________   Ime vlasnika: ____________________

Broj lične karte:__________________   Broj pasoša:  ____________________
","Dražen Petrić","BRAIN-FISCAL","N",,,,,0,175,0,0,2,,,,,,,,,0,,,,,,,0,175,,,,,,0
3,2024,"F",3,1,4846,,"01/15/24 00:00:00",0,"01/15/24 10:09:46",0,,"Dražen Petrić","BRAIN-FISCAL","N",,,,,0,47.43,8.23,0,2,1,"2eb5198b-8103-4e2b-a2fa-bca342eae6d9","5F6FA0ADADB72782BAA99912C6992CCA","2024-01-15T10:11:08+01:00","01/15/24 10:11:10","https://mapr.tax.gov.me/ic/#/verify?iic=5F6FA0ADADB72782BAA99912C6992CCA&tin=03150321&crtd=2024-01-15T10:11:08+01:00&ord=3&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=47.43",3,2024,0,,,,,,,0,47.43,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
3,2024,"S",3,1,5153,,"09/10/24 00:00:00",0,"09/10/24 10:33:31",0,,"Dražen Petrić","BRAIN-FISCAL","N",,,,,0,24.2,4.2,0,2,6,"0b55cdbd-c9ba-46d8-9b4b-6dc54770517b","DAD73FDF7E26FDD834F8870210CADBAB","2024-09-10T10:34:17+02:00","09/10/24 10:34:17","https://mapr.tax.gov.me/ic/#/verify?iic=DAD73FDF7E26FDD834F8870210CADBAB&tin=03150321&crtd=2024-09-10T10:34:17+02:00&ord=785&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=24.20",785,2024,0,,,,,,,0,24.2,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
4,2021,"F",4,1,4484,,"06/19/21 00:00:00",30,"06/19/21 18:31:12",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,48.4,8.4,0,0,1,"c245f1f8-3f3d-4dee-a4d5-1b4271a4c572","65B906C335EE863F3D2263F29A409933","2021-06-19T18:31:15+02:00","06/19/21 18:31:16","https://mapr.tax.gov.me/ic/#/verify?iic=65B906C335EE863F3D2263F29A409933&tin=03150321&crtd=2021-06-19T18:31:15+02:00&ord=98&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=48.40",98,2021,0,,,,,,,0,48.4,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
4,2022,"A",4,1,4408,,"11/28/22 00:00:00",30,"11/28/22 10:35:03",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,90.75,15.75,0,2,,,,,,,,,0,,,,,,,0,90.75,,,,,,0
4,2022,"F",4,1,4616,,"01/20/22 00:00:00",30,"01/19/22 17:54:27",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,42.35,7.35,0,0,1,"aca70343-3c42-4519-9b94-5fd8ee204f38","A83182E7F97F83B87AEEAAC0CE4DF353","2022-01-20T15:24:52+01:00","01/20/22 15:24:53","https://mapr.tax.gov.me/ic/#/verify?iic=A83182E7F97F83B87AEEAAC0CE4DF353&tin=03150321&crtd=2022-01-20T15:24:52+01:00&ord=5&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=42.35",5,2022,0,,,,,,,0,42.34999999999999,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
4,2022,"S",4,1,4741,,"04/19/22 00:00:00",7,"04/19/22 12:28:50",1,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,423.5,0,0,2,6,"928831f3-335d-4479-a114-5cc62b4ea04f","284B22A219D392DF158A871BCFB70341","2022-04-19T12:30:43+02:00","04/19/22 12:30:43","https://mapr.tax.gov.me/ic/#/verify?iic=284B22A219D392DF158A871BCFB70341&tin=03150321&crtd=2022-04-19T12:30:43+02:00&ord=81&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=423.50",81,2022,0,,,,,,,0,423.5,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
4,2023,"A",4,1,4678,,"01/20/23 00:00:00",30,"01/20/23 13:17:10",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,247.44,42.94,0,2,,,,,,,,,0,,,,,,,0,247.45,,,,,,0
4,2024,"A",4,1,4906,,"01/23/24 00:00:00",0,"01/23/24 13:56:01",1,"Oslobođeni PDV-a na osnovu:

ID kartica br: ____________________   Ime vlasnika: ____________________

Broj lične karte:__________________   Broj pasoša:  ____________________
","Dražen Petrić","BRAIN-FISCAL","N",,,,,0,35,0,0,2,,,,,,,,,0,,,,,,,0,35,,,,,,0
4,2024,"F",4,1,4520,,"01/15/24 00:00:00",30,"01/15/24 10:13:14",0,,"Dražen Petrić","BRAIN-FISCAL","N",,,,,0,43.56,7.56,0,2,1,"367b21f0-fba2-4edc-b44c-b4c86bd5832b","9FD8D0DA896A73D908267EA76E969FF6","2024-01-15T10:13:46+01:00","01/15/24 10:13:47","https://mapr.tax.gov.me/ic/#/verify?iic=9FD8D0DA896A73D908267EA76E969FF6&tin=03150321&crtd=2024-01-15T10:13:46+01:00&ord=4&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=43.56",4,2024,0,,,,,,,0,43.56,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
4,2024,"S",4,1,5157,,"09/12/24 00:00:00",0,"09/12/24 15:31:47",0,,"Dražen Petrić","BRAIN-FISCAL","N",,,,,0,1536.7,266.7,0,2,6,"d418dcbc-1cf6-4f66-adf5-887a4d72d30d","621B1599E751F5EF7C91BA1C5BB1FB0F","2024-09-12T15:33:54+02:00","09/12/24 15:33:54","https://mapr.tax.gov.me/ic/#/verify?iic=621B1599E751F5EF7C91BA1C5BB1FB0F&tin=03150321&crtd=2024-09-12T15:33:54+02:00&ord=795&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=1536.70",795,2024,0,,,,,,,0,1536.7,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
5,2021,"F",5,1,4544,,"06/21/21 00:00:00",30,"06/21/21 07:50:27",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,399.3,69.3,0,2,1,"88bf96c4-5a6e-4fcc-a48d-618e4f390ae1","B2D9CDA2C51B3AF017B135764341A3F4","2021-06-21T17:35:00+02:00","06/21/21 17:35:00","https://mapr.tax.gov.me/ic/#/verify?iic=B2D9CDA2C51B3AF017B135764341A3F4&tin=03150321&crtd=2021-06-21T17:35:00+02:00&ord=100&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=399.30",100,2021,0,,,,,,,0,399.3,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
5,2022,"A",5,1,4408,,"11/28/22 00:00:00",30,"11/28/22 10:36:43",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,60.5,10.5,0,2,,,,,,,,,0,,,,,,,0,60.5,,,,,,0
5,2022,"F",5,1,4668,,"01/20/22 00:00:00",30,"01/20/22 09:39:15",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,40.9,7.1,0,2,1,"972919af-4329-4666-a105-d598f86f6411","F0F33837DDC5E76E900240D761AA065A","2022-01-20T09:39:29+01:00","01/20/22 09:39:29","https://mapr.tax.gov.me/ic/#/verify?iic=F0F33837DDC5E76E900240D761AA065A&tin=03150321&crtd=2022-01-20T09:39:29+01:00&ord=4&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=40.90",4,2022,0,,,,,,,0,40.9,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
5,2022,"S",5,1,4726,,"09/14/22 00:00:00",7,"09/14/22 09:35:29",1,"Oslobođeni PDV-a na osnovu:
Rješenja o evidenciji broj 9/07-12/20/37-2/20 izdatog od strane Ministarstva vanjskih poslova","Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,705,0,0,2,6,"986d2f36-1997-449c-9fbe-e4cd7f2779ad","C441100A9C739F5E903B53B7F24408BB","2022-09-14T09:35:53+02:00","09/14/22 09:35:53","https://mapr.tax.gov.me/ic/#/verify?iic=C441100A9C739F5E903B53B7F24408BB&tin=03150321&crtd=2022-09-14T09:35:53+02:00&ord=400&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=705.00",400,2022,0,,,,,,,0,705,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
5,2024,"A",5,1,4906,"placeno gotovinski","01/23/24 00:00:00",0,"01/23/24 13:57:24",1,"Oslobođeni PDV-a na osnovu:

ID kartica br: ____________________   Ime vlasnika: ____________________

Broj lične karte:__________________   Broj pasoša:  ____________________
","Dražen Petrić","BRAIN-FISCAL","N",,,,,0,40,0,0,2,,,,,,,,,0,,,,,,,0,40,,,,,,0
5,2024,"F",5,1,4814,,"01/15/24 00:00:00",0,"01/15/24 10:29:39",0,,"Dražen Petrić","BRAIN-FISCAL","N",,,,,0,14.52,2.52,0,0,1,"ae945c9b-dcd7-4cd7-a57a-88eeb78fcb68","E8B0CA7B706655ABDB378F279A49885E","2024-01-15T10:29:44+01:00","01/15/24 10:29:45","https://mapr.tax.gov.me/ic/#/verify?iic=E8B0CA7B706655ABDB378F279A49885E&tin=03150321&crtd=2024-01-15T10:29:44+01:00&ord=5&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=14.52",5,2024,0,,,,,,,0,14.52,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
5,2024,"S",5,1,5157,,"09/13/24 00:00:00",0,"09/13/24 09:43:18",0,,"Dražen Petrić","BRAIN-FISCAL","N",,,,,0,-1536.7,-266.7,-0,2,6,"5dde17e9-1fce-4f34-b5f7-f703d4760f3c","4ED57307DAA552DEB66EE025C0D563FB","2024-09-13T09:43:21+02:00","09/13/24 09:43:22","https://mapr.tax.gov.me/ic/#/verify?iic=4ED57307DAA552DEB66EE025C0D563FB&tin=03150321&crtd=2024-09-13T09:43:21+02:00&ord=797&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=-1536.70",797,2024,1,4,2024,"S","621B1599E751F5EF7C91BA1C5BB1FB0F","795","2024-09-12T15:33:54+02:00",1536,1536.7,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
6,2021,"F",6,1,4411,,"06/21/21 00:00:00",30,"06/21/21 11:36:10",0,,"Dražen Petrić","DESKTOP-CVAPDP8","N",,,,,0,72.59999999999999,12.6,15,0,1,"4784192f-53c2-46fb-aca7-88daefb0edb9","7E7D33CCEF1125A001FE0854EA29951B","2021-06-21T11:45:57+02:00","06/21/21 11:45:57","https://mapr.tax.gov.me/ic/#/verify?iic=7E7D33CCEF1125A001FE0854EA29951B&tin=03150321&crtd=2021-06-21T11:45:57+02:00&ord=99&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=72.60",99,2021,0,,,,,,,0,72.59999999999999,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
6,2022,"A",6,1,4408,,"11/28/22 00:00:00",30,"11/28/22 10:38:17",0,,"Dražen Petrić","DESKTOP-PV17FEF","N",,,,,0,629.24,109.21,0,2,,,,,,,,,0,,,,,,,0,629.24,,,,,,0
6,2022,"F",6,1,4678,,"01/20/22 00:00:00",30,"01/20/22 15:52:07",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,14.52,2.52,0,2,1,"555fcc39-43f8-4aba-b16c-1fbffd885658","B0B0F885D2AAE54D50E170EB45BF3FFA","2022-01-20T15:52:14+01:00","01/20/22 15:52:14","https://mapr.tax.gov.me/ic/#/verify?iic=B0B0F885D2AAE54D50E170EB45BF3FFA&tin=03150321&crtd=2022-01-20T15:52:14+01:00&ord=6&bu=fx128he341&cr=jj382ot935&sw=xn121bl158&prc=14.52",6,2022,0,,,,,,,0,14.52,"jj382ot935","fx128he341","xn121bl158","el922sh247","Ok",1
6,2023,"A",6,1,4601,,"01/20/23 00:00:00",30,"01/20/23 15:56:07",0,,"Dražen Petrić","DESKTOP-NLN4J54","N",,,,,0,396.15,68.75,0,2,,,,,,,,,0,,,,,,,0,396.16,,,,,,0
6,2024,"A",6,1,5034,,"01/25/24 00:00:00",0,"01/25/24 16:01:00",0,,"Dražen Petrić","BRAIN-FISCAL","N",,,,,0,0,0,0,2,,,,,,,,,0,,,,,,,0,0,,,,,,0
