FIRMA_ID,NAZIV,ADRESA,REG_BROJ,MATICNI,SIFRA_DJEL,MAIL,ZIRO_RACUN1,ZIRO_RACUN2,WEB,TEL1,TEL2,TEL3,TEL4,STATUS,NAPOMENA,KUPAC,DOBAVLJAC,DATUM,POT,DUG,ID_CIJENA,RADNIK,BLAG,ROK_PLACANJA,ID_OPERATER,POCETNO,DATUM_VALUTE_1,DATUM_VALUTE_2,DUG_1,DUG_2,DUG_GOT_1,DUG_GOT_2,POT_1,POT_2,POT_GOT_1,POT_GOT_2,SALDO_DOBAVLJAC_1,SALDO_DOBAVLJAC_2,SALDO_GOT_DOBAVLJAC_1,SALDO_GOT_DOBAVLJAC_2,SALDO_GOT_KUPAC_1,SALDO_GOT_KUPAC_2,SALDO_KUPAC_1,SALDO_KUPAC_2,ID_PREDUZECE,VR_KLIK_GRUPA
4417,"OBALA RIBNICE","UL.OBALA RIBNICE BB, Podgorica",,"03306348","30/31-21906-9","mikibojovic13@gmail.com","530000000002899537",,,"+38267200703",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"06/03/25 00:00:00",,0,,0,,,,,,0,,0,,0,,48.4,,,
4418,"PRAXIS - Hotel Zeta","RAFAILOVIĆI, OBALA BB, Budva",,"02955113","81/31-04003-3","office.praxis.me@gmail.com","510000000020424942",,,"+38269191192",,,,"A",,1,0,"06/14/21 16:42:56",0,0,0,0,0,30,2,0,"08/06/25 00:00:00",,,,,,,,,,0,,0,,0,,0,,,
4419,"BRCA doo","BOKESKA 6 , PODGORICA, CRNA GORA",,"02926253","30/31-12371-1","kultura@cultureclub.me","510-100633--05",,"www.cultureclub.me","+38267333808",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"11/28/23 00:00:00",,9832.9,,0,,0,,0,,0,,0,,0,,0,,,
4420,"M Promo  doo","Bulevar  Save Kovačevića br. 52 
",,"03034941","32/31-00689-2
","mpromo.pg@gmail.com","510 - 90243 - 38 
",,"www.mpromo.me
","+ 382 67 240 280     ",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"11/21/24 00:00:00",,0,,0,,2365.8,,0,,0,,0,,0,,13.39,,,
4421,"PEX DESIGN","PARK ŠUMA ZAGORIČ B.B., Podgorica	",,"02784904","30/31-09477-0","pexdesign@yahoo.com","510000000003648113",,,"067245655",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"05/07/25 00:00:00",,0,,0,,0,,0,,-23.59,,0,,0,,56.63,,,
4422,"Media Public doo","BULEVAR SVETOG PETRA CETINJSKOG 112, ULAZ 2, Podgorica",,"02814889","30/31-09986-1","nebojsa.perovic@mediapublikum.org","530000000001876866",,,"+38220228253",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4423,"CG-PLAKAT","DAPSIĆE B.B. , Berane",,"03031853","06/31-01104-1","cgplakat@gmail.com","550-16177-52Podgorčka banka",,"www.cgplakat.me","069137777",,,,"A",,1,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4424,"CRNOGORSKI ELEKTROPRENOSNI SISTEM AD","BULEVAR SVETOG PETRA CETINJSKOG BR. 18",,"02751372","30/31-08688-3","office@cges.me","5350000000014388",,"www.cges.me","+38220407604",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"08/05/25 00:00:00",,387.2,,0,,0,,0,,0,,0,,0,,933.1799999999999,,,
4425,"ADRIATIC PROPERTIES - Aman","HOTEL KRALJIČINA PLAŽA MILOČER, SVETI STEFAN",,"02638495","81/31-01618-3","ap@adriaticproperties.me","560000000000024756",,,"+38269133354",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"07/09/24 00:00:00",,84.7,,0,,,,,,0,,0,,0,,2205.79,,,
4426,"NVU Travel & Technology Centre TTC
","Vasa Raickovica 18, Podgorica
",,"11034977",,"travelandtechcentre@gmail.com",,,,"+382 69 87 95 95",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4427,"GLOBALIS","PODGORIČKI PUT, STRAŠEVINA BB",,"03158659","40/31-03100-7","globalisdoo@gmail.com","520000000003492463",,,"+38268868293",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4428,"MIA TOSCANA","VELIMIRA TERZIĆA BB, Podgorica",,"03096122","30/31-16078-1
","radomans5.sr@gmail.com",,,,"+38268111800",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"11/30/22 00:00:00",,3066.23,,0,,51.4,,,,0,,0,,0,,0,,,
4429,"FINESTRA PRO","NIKOLE LJUBIBRATIĆA BR. 48, Herceg Novi",,"03238938"," 90/31-03216-1","danicamaudic@yahoo.com","520000000003642037",,,"+38163265497",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4430,"East West Consulting
","Chausse de la Hulpe 150, 7th Floor
B-1170 Watermael-BoisfortBelgium 
",,"0451481451","0451.481.451
",,,,,,,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"02/28/23 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4431,"ADRIATIC PROCUREMENT doo","HOTEL KRALJIČINA PLAŽA BB MILOČER, SVETI STEFAN, Budva",,"03117944","81/31-05085-3
","dragana.zaric@adriaticpropertiers.me","560-1218-53",,,"+38269189241",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"12/02/21 00:00:00",,45.98,,0,,,,,,0,,0,,0,,0,,,
4432,"FALKENSTEINER HOTEL MONTENEGRO","NARODNOG FRONTA BB, Budva",,"03102955","30/31-18985-2","marko.jovanovic@falkensteiner.com","520000000003107858",,"https://www.falkensteiner.com/en/hotel/montenegro","+38162308261",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"08/27/23 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4433,"AUTO MARKET CG","UL. 4 JULA BR. 7, Podgorica",,"03290620","30/31-21449-0","info@automarketcg.me","510000000020158289",,"www.automarketcg.me","+38220673914",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"01/14/22 00:00:00",,1143.45,,0,,,,,,0,,0,,0,,0,,,
4434,"TIAN STYLE","UL. 13. JUL BR. 41, Podgorica",,"03221270","30/31-19609-3","dragan-dj@t-com.me","520000000003968733",,,"+38267280288",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"12/30/24 00:00:00",,0,,0,,,,,,0,,0,,0,,992.8099999999999,,,
4435,"BIGOR","JEREVANSKA BR.10, Podgorica",,"03082245","30/31-15718-7
","bigor333@gmail.com","520000000003220475",,,"+38268008478",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"12/26/24 00:00:00",,0,,0,,0,,0,,-0,,0,,0,,-0,,,
4436,"ČELEBIĆ","OKTOIH BR. 2, Podgorica",,"02073048"," 30/31-01266-9","maja.krstajic@celebic.com","530000000000184992",,"www.celebic.com"," + 382 20 44 44 94 ",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,48.4,,0,,,,,,0,,0,,0,,48.4,,,
4437,"KOVING doo","SLOVAČKA, EUROZOX, ZGRADA 2,Podgorica",,"02302373","81/31-00264-6","brankobulatovic@t-com.me","520000000001037975",,,"+38267284320",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"05/05/22 00:00:00",,358,,0,,,,,,0,,0,,0,,0,,,
4438,"N&N HOLDING","SERDARA JOLA PILETIĆA BR. 2/6, Podgorica",,"03151824","30/31-17712-9","sc.nikola@gmail.com","520000000003454439",,,"+38269537301",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4439,"PURE ANGEL","HOTEL KRALJIČINA PLAŽA BB - MILOČER, Budva",,"03035115"," 81/31-04451-9 ","financial@pureangel.me","560-835-38",,,"+38267201976",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4440,"BARLEY  doo","VAKA ĐUROVIĆA, SJEVERNA STRANA STADIONA BB, Podgorica",,"03147860","30/31-17623-8","marasbojan855@gmail.com","520000000003239023",,,,,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4441,"CGES Sindikat"," Bulevar Svetog Petra Cetinjskog broj 18, Podgorica",,"02756188","30/31-08688-3","filip.vojinovic@cedis.me"," 530-16691-89
",,"www.cedis.me",": + 382 67 644 334",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"01/24/23 00:00:00",,0,,0,,,,,,0,,0,,0,,0,,,
4442,"THE CABINET","STUDENTSKA, LAMELA 7, Podgorica",,"03205126","30/31-19200-4","dominocompany7@gmail.com.","535000000001806607",,,"+38267055660",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,,,0,,,,,,0,,0,,0,,0,,,
4443,"HD SYSTEM","PLJEVALJSKA 26, Podgorica",,"02877619","31/31 - 11273-6","office@hdsystem.me","530-20581-59",,,,,,,"A",,1,0,"06/15/21 16:16:48",0,0,0,0,0,30,2,0,,,,,,,,,,,0,,0,,0,,0,,,
4444,"ARTIP COMPANY","BULEVAR REVOLUCIJE BR. 48, Podgoica",,"02242630","30/31-02076-9",,"510000000001788720",,,"067475475",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,200,,0,,,,,,0,,0,,0,,200,,,
4445,"BALKAN TIM","SITNIČKA BB, Podgorica",,"02765845","30/31-09035-2","anabalkantim@gmail.com","530000000002802246",,,"020282360",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"07/03/25 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4446,"SANITEKO GROUP","VOJISLAVLJEVIĆA 40, Podgorica",,"02280817","30/31-01292-8","saniteko@t-com.me",,,"www.sanitekoboats.me","020643301",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"04/01/22 00:00:00",,24.2,,0,,,,,,0,,0,,0,,0,,,
4447,"NVOTrening centar Taraba","BulevarPera Ćetkovića bb, Podgorica",,,,"tctaraba@gmail.com","520000000000524360",,,"067 860240",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4448,"Greška duplo",,,,,,,,"	",,,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,0,"03/10/22 00:00:00",,,,,,,,,,0,,0,,0,,0,,,
4449,"UNDP","Stanka Dragojevića bb",,,,"registry.me@undp.org","510000000102164417",,"https://www.me.undp.org/","+382 20 447 400","+382 20 447 414",,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4450,"HIGH MARKETING DOO","ŽRTAVA FAŠIZMA BB, OBILAZNICA, Budva",,"02999331","30/31-13615-5","highmarketing13@gmail.com","520000000003115230",,,"+382/69172822",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"04/30/25 00:00:00",,1535.98,,0,,0,,0,,0.01,,0,,0,,0,,,
4451,"DALAS-NAMJEŠTAJ","SANDŽAČKA BB, Rožaje",,"03145379","62/31-00805-3","dallaspodgorica@gmail.com","510000000009524470",,"www.dalasnamjestaj.com","068822651",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4452,"ČELEBIĆ RECREATIVO","OKTOIH BR.2, Podgorica",,"02878780","30/31-11291-4",,,,,"020 444 400",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"07/28/22 00:00:00",,242,,0,,,,,,0,,0,,0,,0,,,
4453,"NEREGELIA","CETINJSKI PUT BB., Podgorica",,"02313707","20/31-00108-3","pizurica.l@nelt.com","550000000000629322",,,"+38267207022",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"01/18/23 00:00:00",,384.78,,0,,,,,,0,,0,,0,,0,,,
4454,"TOŠKOVIĆI","SVETLANE KANE RADEVIĆ BR. 1, V SPRAT, Podgorica",,"02345471"," 30/31-01688-5","office@toskovici.co.me","535000000000750471",,"www.toskovici.co.me","+38220647044",,,,"A",,1,0,"06/16/21 09:28:04",0,0,0,0,0,30,2,0,,,,,,,,,,,0,,0,,0,,0,,,
4455,"Otvoreni centar Bona Fide","Trg 13.jul 13,Pljevlja",,,,"pvbonafide@gmail.com ","510000000000930852",,,,,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4456,"EUROMIX - TRADE","BULEVAR SAVE KOVAČEVIĆA BR.35, Podgorica",,"02714884","81/31-02334-1","euromix.mne@gmail.com",,,"www.euromix.me","+38269023759",,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4457,"STARKMANN","VELJI VINOGRADI BB., Budva",,"02832305","81/31-04633-3","starkmann.mne@gmail.com",,,,,,,,"A",,1,0,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4478,"NHN - COMPANY","KOSTE RACINA BR. 33, Podgorica",,"02730227"," 30/31-08101-6","helena.smilje@gmail.com","510-22609-16",,,"+38267724361",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4479,"Opština Bar","Belevar Revolucije 1, Bar",,,,"predsjednik@bar.me ","520-03402-54",,,,,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,0,,,
4480,"SREBRNA MAGIJA","AVDA MEDJEDOVICA BR.112, Podgorica",,"03112454","30/31-16582-1","info@srebrnamagija.me","520-31058-21",,,"+38220675264",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"02/26/24 00:00:00",,36.3,,0,,,,,,0,,0,,0,,30.25,,,
4481,"STUDIO BRANKO","Ul. Kralja Nikole br. 101, Podgorica",,"02867389","30/31-11040-7","branko.gazdic@gmail.com","510-65340-57",,,"067224029",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"03/19/25 00:00:00",,0,,0,,0.72,,0,,-0,,0,,0,,0,,,
4482,"SURFMONT","SVETOG STASIJE B.B., Kotor",,"02458705","92/31-0059-2",,"520-2398-59",,,,,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,,,,,0,,0,,0,,24.2,,,
4483,"Turisticka organizacija Herceg Novi","Jova Dabovica 12, Herceg Novi",,"02428121","90/31-00990-9","info@hercegnovi.travel","510-8777-93",,"www.hercegnovi.travel","031350820",,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"05/19/25 00:00:00",,3516.26,,0,,,,,,0,,0,,0,,1355.2,,,
4484,"Udruženje psihijatara Crne Gore","Ulica Dragana Radulovica, 17A, Podgorica",,"11050964",,,"530-28061-26",,,,,,,"A",,1,0,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"10/24/22 00:00:00",,0,,0,,,,,,0,,0,,0,,-0,,,
4485,"ANM Vujovic","Studentska 35, Podgorica",,"02778149","30/31-09317-0",,"510-33841-76",,,,,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"07/29/25 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4486,"ART CERAMIC","TUZI BB",,"02997894","30/31-13536-1","info@artceramic.co","520-19941-04",,,"+38267248510",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"04/26/24 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4487,"Bleki kolor","Cara Dušana 95, Nova Pazova",,"104395679",,"bleki022@gmail.com",,,"www.bleki.co.rs","022323559",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4488,"CASTELLANA CO","TUZI B.B.",,"02244128","30/31-00635-9","castellana.v@t-com.me","510-296-25",,"www.castellana.co.me","+38267788555",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"05/13/25 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4489,"C C D 0709","BERI BB, Podgorica",,"03173429","30/31-18465-6",,"555-9002447198-52",,,"068520381",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"12/30/22 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4490,"PRINTHOUSE - Cline","VLADIKE RUVIMA II BOLJEVICA BB, Podgorica",,"03023923","30/31-14188-4","cline@t-com.me","565-6525-09","520-20015-73",,"+38267557667",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"07/25/25 00:00:00",,0,,0,,0,,0,,12.1,,0,,0,,300,,,
4491,"CELEBIC CITY","OKTOIH BR.2, Podgorica",,"02844222","30/31-10513-6","wellness@verdecomplex.com","530-21832-89",,,"+38220444444",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4492,"DELIGHT","V PROLETERSKE BR.52, Podgorica",,"02919524","30/31-12062-3","jelena.jokic@katanja.com","550-14196-78",,,"+38220633384",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4493,"DIFOL MONTENEGRO","BUL. IVANA CRNOJEVICA BR.49, Podgorica",,"03057976","30/31-14933-8","velisa@difol.net","530-23896-08","535-16590-70",,"069026260",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"08/05/25 00:00:00",,0,,0,,0,,0,,-0,,0,,0,,0,,,
4494,"EKO-MULTIPAK","18 JUL 32, Podgorica",,"02212102","30/31-00591-3","ekomultipak@gmail.com","550-4584-08",,,"069313940",,"020218491",,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"08/05/25 00:00:00",,0,,0,,0,,,,0,,0,,0,,0,,,
4495,"ELKO TIM","UL. ANDRIJE PALTAŠICA BR. 26, Podgorica",,"02128632","30/31-00758-4","elkotim@elkotim.me","520-19450-22",,"www.elkotim.me","020650830",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"02/24/25 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4496,"ENERGOMONT","POSLOVNI CENTAR ""KRUŠEVAC"", Podgorica",,"02104008","30/31-01109-3","energomont@t-com.me","520-334105-61",,"www.energomont.me","020234087",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"09/12/24 00:00:00",,0,,0,,0,,0,,-495.13,,0,,0,,0,,,
4497,"EURO TEHNIKA MN","BULEVAR JOSIPA BROZA TITA BR. 25, Podgorica",,"02338181","30/31-00361-9",,"540-3110-30",,,"+38220240107",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"09/08/22 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4498,"FIDELIO-MN","BRANKA MILJKOVICA BR. 11, Podgorica",,"03255638","30/31-20641-2","fidelio.promark@gmail.com","540-10563-78",,,"+38267686477",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"05/27/25 00:00:00",,0,,0,,4235,,0,,0,,0,,0,,640.1,,,
4499,"FINEDART","PERA CETKOVICA BR. 191, Podgorica",,"03038068","30/31-14482-4","
dejankalezic70@gmail.com","520-23059-59",,,"+38267618780",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4500,"FIRMOPROM","UL.V.RAICEVICA 6-TOLOŠI, Podgorica",,"02214377","30/31-00239-6","Firmoprom@t-com.me","520-153105-55",,,"020206700",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"07/05/21 00:00:00",,0,,0,,30.61,,0,,0,,0,,0,,0,,,
4501,"GOLBI","SKOPSKA BR.52, Podgorica",,"02311160","30/31-00331-7","golbiprint@t-com.me","510-4448-82",,,"069139444",,,,"A",,1,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"08/05/25 00:00:00",,,,,,5157.33,,,,0,,0,,0,,0,,,
4502,"HIDRO-RAD","PODGORICKI PUT B.B., Nikšic",,"02946777","40/31-02371-3","hidroradnk@gmail.com","530-26555-82",,,"062822440",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4503,"INTRO DESIGN STUDIO","PAŽICI B.B., Danilovgrad",,"03035638","32/31-00691-4","info@introstudio.me","520-20911-04",,,"+38267600514",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4504,"ITALSPORT","VAKA ĐUROVICA BB. - STADION POD GORICOM, PODGORICA",,"02844427","30/31-10514-4","italsport.montenegro@gmail.com","565-776-87",,"www.legea..me","067833330",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,,,0,,0,,0,,0,,0,,0,,0,,0,,,
4505,"JET DIRECT","MILADINA POPOVICA 16, Podgorica",,"02972239","30/31-13057-2","office@jetdirect.me","510-82374-74",,"www.jetdirect.me","+38220669708",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"08/05/25 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
4506,"KIPS","VELJKA VLAHOVICA 90, Podgorica",,"02047403","20/31-00022-2","office@kips.me","530-19224-56",,"www.kips.me","+38220442300",,,,"A",,0,1,"01/01/21 00:00:00",0,0,0,0,0,30,2,1,"01/16/25 00:00:00",,0,,0,,0,,0,,65.19,,0,,0,,0,,,
4507,"KNJIGA PROMET","OKTOBARSKE REVOLUCIJE BB, Podgorica",,"02286882","30/31-00868-8","knjigapromet@gmail.com","575-130-23","510-2126-64",,"+38269063163",,,,"A",,0,1,"01/01/12 00:00:00",0,0,0,0,0,30,2,1,"08/22/22 00:00:00",,0,,0,,0,,0,,0,,0,,0,,0,,,
